id,title,categories,num_subscribers,avg_rating,num_reviews,num_lectures,num_practice_tests,year,price_amount,discount_amount,currency
520116,The Complete WordPress Website Business Course,['web'],13785,4.44337,494,113,0,2016,432.0,22.75,SR
1313502,Bootstrap 4 From Scratch With 5 Projects,['web'],13785,4.64683,494,74,0,2017,432.0,22.75,SR
980798,Spark and Python for Big Data with PySpark,"['data science', 'AI', 'python']",13785,4.48788,494,67,0,2017,432.0,22.75,SR
1217894,Spring Framework 5: Beginner to Guru,"['data science', 'java']",13785,4.48597,494,147,0,2017,432.0,22.75,SR
1455016,Build an app with ASPNET Core and Angular from scratch,"['web', 'data science', 'mobile']",13785,4.59567,494,147,0,2017,432.0,22.75,SR
1254420,Node with React: Fullstack Web Development,['web'],13785,4.60688,494,147,0,2017,432.0,22.75,SR
821726,Data Science and Machine Learning Bootcamp with R,"['data science', 'AI']",13785,4.64483,494,127,0,2016,432.0,22.75,SR
694982,Rest API Testing (Automation) from Scratch -RestAssured Java,['java'],13785,4.56688,494,147,0,2017,432.0,22.75,SR
892806,Apache Spark with Scala - Hands On with Big Data!,"['data science', 'database']",13785,4.48844,494,67,0,2016,432.0,22.75,SR
1010586,Become a WordPress Developer: Unlocking Power With Code,"['web', 'data science']",13785,4.69692,494,121,0,2017,432.0,22.75,SR
446134,Ultimate Web Designer & Developer Course: Build 23 Projects!,"['web', 'data science']",13785,4.42163,494,147,0,2015,576.0,22.75,SR
519442,The Complete Ruby on Rails Developer Course,"['data science', 'AI']",13785,4.5847,494,147,0,2015,432.0,22.75,SR
970600,REST APIs with Flask and Python,"['data science', 'AI', 'python']",13785,4.5905,494,147,0,2016,352.0,22.75,SR
1535678,Java Programming for Complete Beginners,"['data science', 'java']",13785,4.41778,494,147,0,2018,432.0,22.75,SR
932344,Data Analysis with Pandas and Python,"['data science', 'AI', 'python']",13785,4.61039,494,147,0,2016,64.0,22.75,SR
1646980,"MERN Stack Front To Back: Full Stack React, Redux & Node.js","['web', 'javascript']",13785,4.68095,494,73,0,2018,432.0,22.75,SR
895786,The Complete iOS 10 & Swift 3 Developer Course,"['data science', 'mobile']",13785,4.43478,494,147,0,2016,432.0,22.75,SR
714724,Docker Crash Course for busy DevOps and Developers,"['data science', 'software development tools']",13785,4.38741,494,49,0,2016,400.0,22.75,SR
1466612,Ethereum and Solidity: The Complete Developer's Guide,['other'],13785,4.59836,494,147,0,2018,304.0,22.75,SR
1547268,The Complete Python Course | Learn Python by Doing,"['data science', 'AI', 'python']",13785,4.57806,494,147,0,2018,432.0,22.75,SR
312662,Part 1 Foundation Enterprise Architect Certification Trng,['other'],13785,4.39665,494,147,0,2014,432.0,22.75,SR
1409142,The Coding Interview Bootcamp: Algorithms + Data Structures,['other'],13785,4.64994,494,135,0,2017,288.0,22.75,SR
1527300,Learn Python & Ethical Hacking From Scratch,"['data science', 'AI', 'python']",13785,4.66272,494,147,0,2018,432.0,22.75,SR
693188,Complete Guide to Elasticsearch,['other'],13785,4.48153,494,143,0,2015,400.0,22.75,SR
358540,Java In-Depth: Become a Complete Java Engineer!,['java'],13785,4.36013,494,147,0,2016,304.0,22.75,SR
1248866,Alteryx Bootcamp,['other'],13785,4.5066,494,74,0,2017,240.0,22.75,SR
246392,WebServices/Rest API Testing with SoapUI +Real time Projects,['web'],13785,4.47368,494,112,0,2014,432.0,22.75,SR
1406344,JavaScript Algorithms and Data Structures Masterclass,"['web', 'javascript', 'java']",13785,4.71877,494,147,0,2018,432.0,22.75,SR
1144936,Programming with Python : HandsOn Introduction for Beginners,"['data science', 'AI', 'python']",13785,4.31145,494,35,0,2017,432.0,22.75,SR
666914,Python for Beginners: Learn Python Programming (Python 3),"['data science', 'AI', 'python']",13785,4.45357,494,78,0,2015,432.0,22.75,SR
2365628,"Complete React Developer in 2020 (w/ Redux, Hooks, GraphQL)","['web', 'data science']",13785,4.63133,494,147,0,2019,432.0,22.75,SR
1470810,The Modern JavaScript Bootcamp,"['web', 'javascript', 'java']",13785,4.73204,494,147,0,2018,272.0,22.75,SR
1906852,MongoDB - The Complete Developer's Guide 2020,['database'],13785,4.63538,494,147,0,2018,432.0,22.75,SR
1917546,Master the Coding Interview: Data Structures + Algorithms,['data science'],13785,4.63969,494,147,0,2018,432.0,22.75,SR
2508942,JavaScript - The Complete Guide 2020 (Beginner + Advanced),"['web', 'data science', 'javascript', 'java']",13785,4.6284,494,147,0,2019,432.0,22.75,SR
459948,Microsoft SQL for Beginners,"['data science', 'database']",13785,4.48662,494,39,0,2015,144.0,22.75,SR
781532,Advanced React and Redux,['web'],13785,4.49197,494,147,0,2016,432.0,22.75,SR
1035484,Unreal Engine 4: How to Develop Your First Two Games,"['data science', 'game development']",13785,4.48488,494,85,0,2017,448.0,22.75,SR
246314,Appium -Mobile Automation Testing from Scratch + Frameworks,['mobile'],13785,4.55344,494,147,0,2014,432.0,22.75,SR
622414,Taming Big Data with Apache Spark and Python - Hands On!,"['data science', 'AI', 'python', 'database']",13785,4.4622,494,51,0,2015,432.0,22.75,SR
1166306,The Complete Front-End Web Development Course!,['web'],13785,4.31167,494,126,0,2017,448.0,22.75,SR
861624,ES6 Javascript: The Complete Developer's Guide,"['web', 'javascript', 'java']",13785,4.57096,494,68,0,2016,256.0,22.75,SR
753140,Data Science: Natural Language Processing (NLP) in Python,"['data science', 'AI', 'python']",13785,4.63818,494,77,0,2016,432.0,22.75,SR
1581488,Complete C# Masterclass,['c#'],13785,4.51882,494,147,0,2018,432.0,22.75,SR
827692,The Complete Java Certification Course,['java'],13785,4.43775,494,58,0,2017,432.0,22.75,SR
1638522,Node.js: The Complete Guide to Build RESTful APIs (2018),"['web', 'javascript']",13785,4.61749,494,147,0,2018,432.0,22.75,SR
577248,Python for Beginners with Examples,"['data science', 'AI', 'python']",13785,4.27857,494,83,0,2015,192.0,22.75,SR
1241254,AWS Serverless APIs & Apps - A Complete Introduction,['data science'],13785,4.64437,494,142,0,2017,432.0,22.75,SR
1042110,"Beginner Full Stack Web Development: HTML, CSS, React & Node","['web', 'data science', 'html', 'css']",13785,4.44284,494,147,0,2017,432.0,22.75,SR
951684,Xamarin Forms: Build Native Cross-platform Apps with C#,['c#'],13785,4.43966,494,117,0,2016,448.0,22.75,SR
758582,PHP with Laravel for beginners - Become a Master in Laravel,"['web', 'data science']",13785,4.47688,494,147,0,2016,432.0,22.75,SR
919872,Android Java Masterclass - Become an App Developer,"['mobile', 'java']",13785,4.45782,494,147,0,2016,320.0,22.75,SR
1360780,Practice Java by Building Projects,['java'],13785,4.3277,494,39,0,2017,64.0,22.75,SR
551498,Entity Framework in Depth: The Complete Guide,['other'],13785,4.56828,494,79,0,2015,320.0,22.75,SR
1218586,The Advanced Web Developer Bootcamp,"['web', 'data science']",13785,4.37709,494,147,0,2017,608.0,22.75,SR
535622,"Python for Data Structures, Algorithms, and Interviews!","['data science', 'AI', 'python']",13785,4.37645,494,147,0,2016,432.0,22.75,SR
246652,Selenium WebDriver With Java - Novice To Ninja + Interview,"['web', 'data science', 'java']",13785,4.50591,494,147,0,2014,432.0,22.75,SR
1329100,Progressive Web Apps (PWA) - The Complete Guide,['web'],13785,4.66667,494,147,0,2017,432.0,22.75,SR
43718,C++: From Beginner to Expert,"['data science', 'cpp']",13785,4.26022,494,83,0,2013,432.0,22.75,SR
131816,The Agile Samurai Bootcamp,['AI'],13785,4.44243,494,34,0,2014,432.0,22.75,SR
1080408,Artificial Intelligence: Reinforcement Learning in Python,"['data science', 'AI', 'python']",13785,4.65859,494,107,0,2017,96.0,22.75,SR
221696,Git Going Fast: One Hour Git Crash Course,"['data science', 'software development tools']",13785,4.31412,494,32,0,2014,64.0,22.75,SR
977360,Learn DevOps: Infrastructure Automation With Terraform,['software development tools'],13785,4.36951,494,91,0,2016,128.0,22.75,SR
772618,Learn Object Oriented PHP By Building a Complete Website,['web'],13785,4.17045,494,33,0,2016,64.0,22.75,SR
1110626,RPG Core Combat Creator: Learn Intermediate Unity C# Coding,"['c#', 'game development']",13785,4.70435,494,147,0,2017,448.0,22.75,SR
1495788,Learn to Code in Python 3: Programming beginner to advanced,"['data science', 'AI', 'python']",13785,4.46519,494,45,0,2019,288.0,22.75,SR
618736,"JSP, Servlets and JDBC for Beginners: Build a Database App","['web', 'data science', 'javascript', 'database']",13785,4.56239,494,117,0,2015,304.0,22.75,SR
1175200,Statistics for Business Analytics and Data Science A-Z™,['data science'],13785,4.48136,494,42,0,2017,432.0,22.75,SR
881980,Pre-Programming: Everything you need to know before you code,['other'],13785,4.55258,494,87,0,2016,400.0,22.75,SR
1988542,Kubernetes Certified Application Developer (CKAD) with Tests,"['data science', 'software development tools']",13785,4.69332,494,135,0,2018,432.0,22.75,SR
1109926,GraphQL with React: The Complete Developers Guide,['other'],13785,4.46205,494,115,0,2017,432.0,22.75,SR
1248732,Easy to Advanced Data Structures,['other'],13785,4.31347,494,48,0,2017,432.0,22.75,SR
775330,30 Days of Python | Unlock your Python Potential,"['data science', 'AI', 'python']",13785,4.39493,494,45,0,2016,432.0,22.75,SR
2707184,Java Programming: Complete Beginner to Advanced,"['data science', 'java']",13785,4.20639,494,17,0,2019,448.0,22.75,SR
1419186,Data Structures and Algorithms:  Deep Dive Using Java,"['AI', 'java']",13785,4.39185,494,116,0,2017,320.0,22.75,SR
1212244,Android O & Java - The Complete Android Development Bootcamp,"['mobile', 'java']",13785,4.32432,494,147,0,2017,432.0,22.75,SR
770336,"Understanding Jira for users, managers and admins","['data science', 'software development tools']",13785,4.44543,494,59,0,2016,352.0,22.75,SR
713104,Data Science: Deep Learning in Python,"['data science', 'AI', 'python']",13785,4.65761,494,89,0,2016,432.0,22.75,SR
1207960,The Complete Android Kotlin Developer Course,"['data science', 'mobile']",13785,3.95506,494,147,0,2017,432.0,22.75,SR
1672380,Learn C++ Programming -Beginner to Advance- Deep Dive in C++,"['data science', 'AI', 'cpp']",13785,4.612,494,147,0,2018,448.0,22.75,SR
1302610,Master Java Web Services and RESTful API with Spring Boot,"['web', 'data science', 'java']",13785,4.38344,494,109,0,2017,432.0,22.75,SR
1716630,Microservices Software Architecture: Patterns and Techniques,['other'],13785,4.11185,494,23,0,2018,384.0,22.75,SR
